Wiktionary Grammar Audit
Total: 3640 | Mismatches: 1210 | Not in Wiktionary: 80
======================================================================

der April | plural: 'die April' → 'die Aprile'
Der Bus | article: 'Der' → 'der'
Der Zug | article: 'Der' → 'der'
Das Flugzeug | article: 'Das' → 'das'
Das Fahrrad | article: 'Das' → 'das'
Das Motorrad | article: 'Das' → 'das'
Der Hubschrauber | article: 'Der' → 'der'
Das Boot | article: 'Das' → 'das'
Die Straßenbahn | article: 'Die' → 'die'
Der Lastwagen | article: 'Der' → 'der'
Der Lieferwagen | article: 'Der' → 'der'
Der Roller | article: 'Der' → 'der'
Der Traktor | article: 'Der' → 'der'
Der Anhänger | article: 'Der' → 'der'
Der Wagen | article: 'Der' → 'der'
Das Rad | article: 'Das' → 'das'
Der Reifen | article: 'Der' → 'der'
Der Bahnhof | article: 'Der' → 'der'
Der Flughafen | article: 'Der' → 'der'
Der Hafen | article: 'Der' → 'der'
Die Haltestelle | article: 'Die' → 'die'
Der Parkplatz | article: 'Der' → 'der'
Die Brücke | article: 'Die' → 'die'
Der Tunnel | article: 'Der' → 'der'
Die Straße | article: 'Die' → 'die'
Die Kreuzung | article: 'Die' → 'die'
Die Ampel | article: 'Die' → 'die'
Der Kreisverkehr | article: 'Der' → 'der'
Der Fahrplan | article: 'Der' → 'der'
Die Fahrkarte | article: 'Die' → 'die'
Der Bahnsteig | article: 'Der' → 'der'
Der Passagier | article: 'Der' → 'der'
Die Passagierin | article: 'Die' → 'die'
Die Reise | article: 'Die' → 'die'
Der Urlaub | article: 'Der' → 'der'
Das Ticket | article: 'Das' → 'das'
Der Koffer | article: 'Der' → 'der'
Die Buchung | article: 'Die' → 'die'
Das Visum | article: 'Das' → 'das'
Der Pass | article: 'Der' → 'der'
Der Mietwagen | article: 'Der' → 'der'
Der Stadtplan | article: 'Der' → 'der'
Der Weg | article: 'Der' → 'der'
Die Route | article: 'Die' → 'die'
Die Stadt | article: 'Die' → 'die'
Das Dorf | article: 'Das' → 'das'
Der Park | article: 'Der' → 'der'
Der Platz | article: 'Der' → 'der'
Der Markt | article: 'Der' → 'der'
Das Geschäft | article: 'Das' → 'das'
Der Supermarkt | article: 'Der' → 'der'
Das Café | article: 'Das' → 'das'
Die Bar | article: 'Die' → 'das'
Das Restaurant | article: 'Das' → 'das'
Das Kino | article: 'Das' → 'das'
Das Theater | article: 'Das' → 'das'
Das Museum | article: 'Das' → 'das'
Die Bibliothek | article: 'Die' → 'die'
Das Stadion | article: 'Das' → 'das'
Der Brunnen | article: 'Der' → 'der'
Die U-Bahn | article: 'Die' → 'die'
Das Schiff | article: 'Das' → 'das'
Der Turm | article: 'Der' → 'der'
Das Tor | article: 'Das' → 'das'
Das Ufer | article: 'Das' → 'das'
Die Allee | article: 'Die' → 'die'
Die Hose | article: 'Die' → 'die'
Der Hut | article: 'Der' → 'der'
Die Socke | article: 'Die' → 'die'
Der Anzug | article: 'Der' → 'der'
Die Krawatte | article: 'Die' → 'die'
Der Rock | article: 'Der' → 'der'
Der Schuh | article: 'Der' → 'der'
Das Kleid | article: 'Das' → 'das'
Das T-Shirt | article: 'Das' → 'das'
Der Mantel | article: 'Der' → 'der'
Der Pullover | article: 'Der' → 'der'
Der Gürtel | article: 'Der' → 'der'
Der Handschuh | article: 'Der' → 'der'
Das Hemd | article: 'Das' → 'das'
Der Schal | article: 'Der' → 'der'
Die Mütze | article: 'Die' → 'die'
Die Bluse | article: 'Die' → 'die'
Die Tasche | article: 'Die' → 'die'
Der Rucksack | article: 'Der' → 'der'
Der Stiefel | article: 'Der' → 'der'
Die Jacke | article: 'Die' → 'die'
Die Sandale | article: 'Die' → 'die'
Die Jeans | article: 'Die' → 'die'
Der Turnschuh | article: 'Der' → 'der'
Die Unterwäsche | article: 'Die' → 'die'
Die Unterwäsche | plural: 'die Unterwäsche' → 'die Unterwäschen'
Der Schlafanzug | article: 'Der' → 'der'
Die Uniform | article: 'Die' → 'die'
Der Hausschuh | article: 'Der' → 'der'
Der Ring | article: 'Der' → 'der'
Die Halskette | article: 'Die' → 'die'
Das Armband | article: 'Das' → 'das'
Der Ohrring | article: 'Der' → 'der'
Die Brille | article: 'Die' → 'die'
Die Sonnenbrille | article: 'Die' → 'die'
Der Regenschirm | article: 'Der' → 'der'
Die Handtasche | article: 'Die' → 'die'
Die Geldbörse | article: 'Die' → 'die'
Die Brieftasche | article: 'Die' → 'die'
Der Knopf | article: 'Der' → 'der'
Der Reißverschluss | article: 'Der' → 'der'
Der Stoff | article: 'Der' → 'der'
Die Wolle | article: 'Die' → 'die'
Die Wolle | plural: 'kein Plural' → 'die Wollen'
Die Seide | article: 'Die' → 'die'
Die Seide | plural: 'kein Plural' → 'die Seiden'
Das Leder | article: 'Das' → 'das'
Das Leder | plural: 'kein Plural' → 'die Leder'
Der Schmuck | article: 'Der' → 'der'
Der Schmuck | plural: 'die Schmuckstücke' → 'die Schmucke'
Die Kappe | article: 'Die' → 'die'
Der Baum | article: 'Der' → 'der'
Die Blume | article: 'Die' → 'die'
Das Gras | article: 'Das' → 'das'
Der Berg | article: 'Der' → 'der'
Der See | article: 'Der' → 'der'
Der Fluss | article: 'Der' → 'der'
Die Wolke | article: 'Die' → 'die'
Der Regen | article: 'Der' → 'der'
Der Himmel | article: 'Der' → 'der'
Das Meer | article: 'Das' → 'das'
Der Ozean | article: 'Der' → 'der'
Der Strand | article: 'Der' → 'der'
Der Wald | article: 'Der' → 'der'
Die Sonne | article: 'Die' → 'die'
Der Mond | article: 'Der' → 'der'
Der Stern | article: 'Der' → 'der'
Der Schnee | article: 'Der' → 'der'
Der Wind | article: 'Der' → 'der'
Der Sturm | article: 'Der' → 'der'
Der Nebel | article: 'Der' → 'der'
Der Blitz | article: 'Der' → 'der'
Der Donner | article: 'Der' → 'der'
Der Frost | article: 'Der' → 'der'
Die Hitze | article: 'Die' → 'die'
Die Hitze | plural: 'kein Plural' → 'die Hitzen'
Die Kälte | article: 'Die' → 'die'
Das Klima | article: 'Das' → 'das'
Die Temperatur | article: 'Die' → 'die'
Der Frühling | article: 'Der' → 'der'
Der Sommer | article: 'Der' → 'der'
Der Herbst | article: 'Der' → 'der'
Der Winter | article: 'Der' → 'der'
Die Insel | article: 'Die' → 'die'
Die Küste | article: 'Die' → 'die'
Das Tal | article: 'Das' → 'das'
Der Hügel | article: 'Der' → 'der'
Der Vulkan | article: 'Der' → 'der'
Der Gletscher | article: 'Der' → 'der'
Der Regenwald | article: 'Der' → 'der'
Die Landschaft | article: 'Die' → 'die'
Die Schule | article: 'Die' → 'die'
Die Universität | article: 'Die' → 'die'
Das Klassenzimmer | article: 'Das' → 'das'
Das Buch | article: 'Das' → 'das'
Das Heft | article: 'Das' → 'das'
Der Stift | article: 'Der' → 'der'
Der Marker | article: 'Der' → 'der'
Die Tafel | article: 'Die' → 'die'
Das Fach | article: 'Das' → 'das'
Die Prüfung | article: 'Die' → 'die'
Die Note | article: 'Die' → 'die'
Das Studium | article: 'Das' → 'das'
Die Vorlesung | article: 'Die' → 'die'
Das Seminar | article: 'Das' → 'das'
Die Aufgabe | article: 'Die' → 'die'
Die Lösung | article: 'Die' → 'die'
Das Wissen | article: 'Das' → 'das'
Das Wissen | plural: 'die Wissen' → 'kein Plural'
Die Forschung | article: 'Die' → 'die'
Die Wissenschaft | article: 'Die' → 'die'
Das Büro | article: 'Das' → 'das'
Das Unternehmen | article: 'Das' → 'das'
Die Firma | article: 'Die' → 'die'
Der Vertrag | article: 'Der' → 'der'
Das Geld | article: 'Das' → 'das'
Der Preis | article: 'Der' → 'der'
Der Verkauf | article: 'Der' → 'der'
Der Kauf | article: 'Der' → 'der'
Der Gewinn | article: 'Der' → 'der'
Der Verlust | article: 'Der' → 'der'
Die Rechnung | article: 'Die' → 'die'
Die Produktion | article: 'Die' → 'die'
Der Plan | article: 'Der' → 'der'
Das Ziel | article: 'Das' → 'das'
Die Strategie | article: 'Die' → 'die'
Die Entscheidung | article: 'Die' → 'die'
Der Erfolg | article: 'Der' → 'der'
Der Fehler | article: 'Der' → 'der'
Die Erfahrung | article: 'Die' → 'die'
Das Problem | article: 'Das' → 'das'
Die Idee | article: 'Die' → 'die'
Die Frage | article: 'Die' → 'die'
Die Antwort | article: 'Die' → 'die'
Die Information | article: 'Die' → 'die'
Die Erklärung | article: 'Die' → 'die'
Die Sprache | article: 'Die' → 'die'
Das Wort | article: 'Das' → 'das'
Das Wort | plural: 'die Worte' → 'die Wörter'
Der Satz | article: 'Der' → 'der'
Der Text | article: 'Der' → 'der'
Der Artikel | article: 'Der' → 'der'
Der Bericht | article: 'Der' → 'der'
Der Brief | article: 'Der' → 'der'
Das Gespräch | article: 'Das' → 'das'
Der Dialog | article: 'Der' → 'der'
Die Diskussion | article: 'Die' → 'die'
Die Kommunikation | article: 'Die' → 'die'
Die Zeit | article: 'Die' → 'die'
Der Tag | article: 'Der' → 'der'
Die Nacht | article: 'Die' → 'die'
Der Morgen | article: 'Der' → 'der'
Der Mittag | article: 'Der' → 'der'
Der Abend | article: 'Der' → 'der'
Die Woche | article: 'Die' → 'die'
Das Jahr | article: 'Das' → 'das'
Die Stunde | article: 'Die' → 'die'
Die Minute | article: 'Die' → 'die'
Die Sekunde | article: 'Die' → 'die'
Die Vergangenheit | article: 'Die' → 'die'
Die Gegenwart | article: 'Die' → 'die'
Die Gegenwart | plural: 'die Gegenwarten' → 'kein Plural'
Die Zukunft | article: 'Die' → 'die'
Die Wahrheit | article: 'Die' → 'die'
Die Freiheit | article: 'Die' → 'die'
Die Verantwortung | article: 'Die' → 'die'
Die Verantwortung | plural: 'die Verantwortlichkeiten' → 'die Verantwortungen'
Die Kultur | article: 'Die' → 'die'
Die Tradition | article: 'Die' → 'die'
Die Liebe | article: 'Die' → 'die'
Die Liebe | plural: 'die Liebe' → 'die Lieben'
Die Freude | article: 'Die' → 'die'
Die Angst | article: 'Die' → 'die'
Die Hoffnung | article: 'Die' → 'die'
Der Gedanke | article: 'Der' → 'der'
Das Gefühl | article: 'Das' → 'das'
Die Erinnerung | article: 'Die' → 'die'
Die Persönlichkeit | article: 'Die' → 'die'
Der Charakter | article: 'Der' → 'der'
Das Verhalten | article: 'Das' → 'das'
Das Verhalten | plural: 'kein Plural' → 'die Verhalten'
aushandeln | ich: 'handle aus' → 'handele aus'
auftragen | du: 'tragst auf' → 'trägst auf'
annullieren | du: 'annulierst' → 'annullierst'
annullieren | er/sie/es: 'annuliert' → 'annulliert'
befassen | ich: 'befasse mich' → 'befasse'
befassen | du: 'befasst dich' → 'befasst'
befassen | er/sie/es: 'befasst sich' → 'befasst'
eingrenzen | ich: 'eingrenze' → 'grenze ein'
eingrenzen | du: 'eingrenzest' → 'grenzt ein'
eingrenzen | er/sie/es: 'eingrenzt' → 'grenzt ein'
eingrenzen | perfekt_ich: 'eingeschränkt' → 'eingegrenzt'
entgegenhalten | ich: 'entgegenhalte' → 'halte entgegen'
entgegenhalten | du: 'entgegenhältst' → 'hältst entgegen'
entgegenhalten | er/sie/es: 'entgegenhält' → 'hält entgegen'
entgegenhalten | perfekt_ich: 'entgegengestellt' → 'entgegengehalten'
erraten | du: 'erratest' → 'errätst'
evaluieren | ich: 'bewerte' → 'evaluiere'
evaluieren | du: 'bewertest' → 'evaluierst'
evaluieren | er/sie/es: 'bewertet' → 'evaluiert'
exploitieren | du: 'exploitierest' → 'exploitierst'
freihalten | perfekt_ich: 'gehalten' → 'freigehalten'
herbeiführen | ich: 'herbeiführe' → 'führe herbei'
herbeiführen | du: 'herbeiführst' → 'führst herbei'
herbeiführen | er/sie/es: 'herbeiführt' → 'führt herbei'
laborieren | ich: 'arbeite' → 'laboriere'
laborieren | du: 'arbeitest' → 'laborierst'
laborieren | er/sie/es: 'arbeitet' → 'laboriert'
modernisieren | ich: 'modernise' → 'modernisiere'
modernisieren | er/sie/es: 'modernise' → 'modernisiert'
rühren | ich: 'rüre' → 'rühre'
schmücken | du: 'schmeckst' → 'schmückst'
selektieren | ich: 'selektioniere' → 'selektiere'
selektieren | du: 'selektionierst' → 'selektierst'
selektieren | er/sie/es: 'selektioniert' → 'selektiert'
unterbinden | perfekt_ich: 'geunterbnden' → 'unterbunden'
einsetzen | perfekt_ich: 'eingegesetzt' → 'eingesetzt'
erforschen | ich: 'erforschen' → 'erforsche'
gedenken | ich: 'gedenken' → 'gedenke'
gedenken | du: 'denkst' → 'gedenkst'
gedenken | er/sie/es: 'denkt' → 'gedenkt'
kumulieren | ich: 'kumulieren' → 'kumuliere'
kumulieren | er/sie/es: 'kumulieren' → 'kumuliert'
logarithmieren | ich: 'logarithmieren' → 'logarithmiere'
summieren | ich: 'summieren' → 'summiere'
abändern | ich: 'ändere ab' → 'ändre ab'
akzeptieren | du: 'akzeptrierst' → 'akzeptierst'
anbahnen | ich: 'anbahne' → 'bahne an'
anbahnen | du: 'anbahnst' → 'bahnst an'
anbahnen | er/sie/es: 'anbahnt' → 'bahnt an'
anbahnen | perfekt_ich: 'angebannt' → 'angebahnt'
ausnutzen | du: 'nützt aus' → 'nutzt aus'
ausprägen | ich: 'äußere aus' → 'präge aus'
ausprägen | du: 'äußerst aus' → 'prägst aus'
ausprägen | er/sie/es: 'äußert aus' → 'prägt aus'
blättern | er/sie/es: 'blätttert' → 'blättert'
brechen | du: 'brauchst' → 'brichst'
einstufen | ich: 'einstufe' → 'stufe ein'
einstufen | du: 'einstufst' → 'stufst ein'
einstufen | er/sie/es: 'einstuft' → 'stuft ein'
heraufbeschwören | ich: 'heraufbeschwöre' → 'beschwöre herauf'
heraufbeschwören | du: 'heraufbeschworst' → 'beschwörst herauf'
heraufbeschwören | er/sie/es: 'heraufbeschwört' → 'beschwört herauf'
hypnotisieren | ich: 'hypnotistiere' → 'hypnotisiere'
hypnotisieren | er/sie/es: 'hypnotissiert' → 'hypnotisiert'
integrieren | du: 'integriert' → 'integrierst'
nominieren | ich: 'nomiiniere' → 'nominiere'
persiflieren | ich: 'persifliriere' → 'persifliere'
provozieren | ich: 'provozieren' → 'provoziere'
scharfstellen | ich: 'scharf stelle' → 'stelle scharf'
scharfstellen | du: 'scharfst stellst' → 'stellst scharf'
scharfstellen | er/sie/es: 'scharf stellt' → 'stellt scharf'
vordringen | ich: 'vordringe' → 'dringe vor'
vordringen | du: 'vordringst' → 'dringst vor'
vordringen | er/sie/es: 'vordringt' → 'dringt vor'
schlüsseln | ich: 'schlüssle' → 'schlüssele'
fundieren | ich: 'fündiere' → 'fundiere'
fundieren | du: 'fündierst' → 'fundierst'
fundieren | er/sie/es: 'fündiert' → 'fundiert'
modellieren | ich: 'modelle' → 'modelliere'
modellieren | du: 'modellst' → 'modellierst'
voranstellen | ich: 'stellen vor' → 'stelle voran'
voranstellen | du: 'stellst vor' → 'stellst voran'
voranstellen | er/sie/es: 'stellt vor' → 'stellt voran'
voranstellen | perfekt_ich: 'vorgestellt' → 'vorangestellt'
beschränken | perfekt_ich: 'eingeschränkt' → 'beschränkt'
eindringen | ich: 'dränge ein' → 'dringe ein'
eindringen | du: 'drückst ein' → 'dringst ein'
einbehalten | perfekt_ich: 'eingehalten' → 'einbehalten'
prognostizieren | ich: 'prognostizieren' → 'prognostiziere'
fortpflanzen | ich: 'pflanzen fort' → 'pflanze fort'
minimieren | ich: 'minimieren' → 'minimiere'
propagieren | ich: 'propagieren' → 'propagiere'
formalisieren | ich: 'formalisieren' → 'formalisiere'
beziffern | ich: 'beziefe' → 'beziffere'
beziffern | du: 'beziffernst' → 'bezifferst'
vertiefen | er/sie/es: 'vertiefet' → 'vertieft'
abwandeln | ich: 'wandle ab' → 'wandele ab'
beherrschen | perfekt_ich: 'besiegt' → 'beherrscht'
entwerfen | du: 'entwerf' → 'entwirfst'
regulieren | ich: 'regulieren' → 'reguliere'
gelten | du: 'gilt' → 'giltst'
entsprechen | du: 'entsprechend' → 'entsprichst'
regredieren | du: 'regrediert' → 'regredierst'
scheiden | perfekt_ich: 'gescheiden' → 'geschieden'
verdrehen | ich: 'verdrehen' → 'verdrehe'
verknüpfen | du: 'verknüpft' → 'verknüpfst'
vereinigen | ich: 'vereinigen' → 'vereinige'
vereinigen | du: 'vereinigen' → 'vereinigst'
vereinigen | perfekt_ich: 'vereint' → 'vereinigt'
abschirmen | ich: 'schirmen ab' → 'schirme ab'
abschirmen | er/sie/es: 'schirmte ab' → 'schirmt ab'
beben | ich: 'beben' → 'bebe'
behindern | du: 'behindert' → 'behinderst'
beinhalten | ich: 'behalte' → '—'
beinhalten | du: 'behältst' → '—'
beinhalten | er/sie/es: 'behält' → 'beinhaltet'
beinhalten | perfekt_ich: 'enthalten' → 'beinhaltet'
besinnen | ich: 'besinne mich' → 'besinne'
besinnen | du: 'besinnst dich' → 'besinnst'
besinnen | er/sie/es: 'besinnt sich' → 'besinnt'
begeistern | er/sie/es: 'begeistern' → 'begeistert'
verschmelzen | du: 'verschmelzt' → 'verschmilzt'
bedingen | ich: 'beding' → 'bedinge'
voraussagen | ich: 'voraussage' → 'sage voraus'
voraussagen | du: 'voraussagst' → 'sagst voraus'
voraussagen | er/sie/es: 'voraussagt' → 'sagt voraus'
voraussagen | perfekt_ich: 'vorhergesagt' → 'vorausgesagt'
entsorgen | perfekt_ich: 'entfernt' → 'entsorgt'
zurechtfinden | ich: 'zurechtfinde' → 'finde zurecht'
zurechtfinden | du: 'zurechtfindest' → 'findest zurecht'
zurechtfinden | er/sie/es: 'zurechtfindet' → 'findet zurecht'
sehnen | ich: 'sehne mich' → 'sehne'
sehnen | du: 'sehnt dich' → 'sehnst'
sehnen | er/sie/es: 'sehnt sich' → 'sehnt'
liebhaben | ich: 'liebhabe' → 'habe lieb'
liebhaben | du: 'liebhabst' → 'hast lieb'
liebhaben | er/sie/es: 'liebt' → 'hat lieb'
liebhaben | perfekt_ich: 'geliebt' → 'liebgehabt'
nachschaffen | ich: 'nachschaffen' → 'schaffe nach'
nachschaffen | du: 'nachschchaffung' → 'schaffst nach'
nachschaffen | er/sie/es: 'nachschafft' → 'schafft nach'
nachschaffen | perfekt_ich: 'nachgechafft' → 'nachgeschaffen'
sich ändern | ich: 'verändere mich' → 'ändere'
sich ändern | du: 'veränderst dich' → 'änderst'
sich ändern | er/sie/es: 'ändert sich' → 'ändert'
bestreben | ich: 'strebe' → 'bestrebe'
bestreben | du: 'strebst' → 'bestrebst'
bestreben | er/sie/es: 'strebt' → 'bestrebt'
lehren | du: 'lernst' → 'lehrst'
freuen | ich: 'freue mich' → 'freue'
freuen | du: 'freust dich' → 'freust'
freuen | er/sie/es: 'freut sich' → 'freut'
bedrängen | du: 'bedringst' → 'bedrängst'
entmutigen | du: 'entmutest' → 'entmutigst'
verschmähen | perfekt_ich: 'verachtet' → 'verschmäht'
abschieben | perfekt_ich: 'verschoben' → 'abgeschoben'
beschwören | du: 'beschworst' → 'beschwörst'
mitteln | ich: 'miteile' → 'mittle'
mitteln | du: 'miteilst' → 'mittelst'
mitteln | er/sie/es: 'miteilt' → 'mittelt'
ausbrechen | du: 'brauchst aus' → 'brichst aus'
abbekommen | perfekt_ich: 'abgekriegt' → 'abbekommen'
absehen | ich: 'sehen ab' → 'sehe ab'
auffallen | ich: 'fällt auf' → 'falle auf'
auffallen | du: 'fällt auf' → 'fällst auf'
umdenken | ich: 'umdenke' → 'denke um'
umdenken | du: 'umdenkst' → 'denkst um'
umdenken | er/sie/es: 'umdenkt' → 'denkt um'
auswerten | ich: 'auswertee' → 'werte aus'
auswerten | du: 'auswertst' → 'wertest aus'
auswerten | er/sie/es: 'auswertet' → 'wertet aus'
erträumen | du: 'träumst' → 'erträumst'
erträumen | er/sie/es: 'träumt' → 'erträumt'
beichten | perfekt_ich: 'beichtet' → 'gebeichtet'
auffassen | ich: 'fassen auf' → 'fasse auf'
aushändigen | ich: 'aushändigen' → 'händige aus'
aushändigen | du: 'aushändigst' → 'händigst aus'
aushändigen | er/sie/es: 'aushändigt' → 'händigt aus'
anhängen | perfekt_ich: 'angehängt' → 'angehangen'
begleichen | ich: 'begleichen' → 'begleiche'
durchblicken | ich: 'durchblicke' → 'blicke durch'
durchblicken | du: 'durchblickst' → 'blickst durch'
durchblicken | er/sie/es: 'durchblickt' → 'blickt durch'
durchblicken | perfekt_ich: 'durchgesehen' → 'durchgeblickt'
vorliegen | ich: 'liegen vor' → '—'
vorliegen | du: 'legst vor' → '—'
vorausdenken | ich: 'vorausdenke' → 'denke voraus'
vorausdenken | du: 'vorausdenkst' → 'denkst voraus'
vorausdenken | er/sie/es: 'vorausdenkt' → 'denkt voraus'
vorausdenken | perfekt_ich: 'vorgeplant' → 'vorausgedacht'
das Leid | plural: 'die Leiden' → 'kein Plural'
der Bestandsaufnahme | article: 'der' → 'die'
der Disparität | article: 'der' → 'die'
der Ethos | article: 'der' → 'das'
der Impetus | plural: 'die Impeten' → 'kein Plural'
das Kapitalismus | article: 'das' → 'der'
der Pragmatismus | plural: 'die Pragmatismen' → 'kein Plural'
der Status quo | plural: 'die Statu quo' → 'kein Plural'
die Dynamik | plural: 'kein Plural' → 'die Dynamiken'
das Selbstverständnis | plural: 'die Selbstverständnisse' → 'kein Plural'
die Konkurrenz | plural: 'kein Plural' → 'die Konkurrenzen'
die Relevanz | plural: 'die Relevanzen' → 'kein Plural'
der Kommunismus | plural: 'die Kommunismen' → 'kein Plural'
der Terrorismus | plural: 'die Terrorismen' → 'kein Plural'
das Medienwesen | plural: 'kein Plural' → 'die Medienwesen'
der Zeitgeist | plural: 'die Zeitgeister' → 'kein Plural'
die Balance | plural: 'die Balances' → 'die Balancen'
der Teamgeist | plural: 'die Teamgeister' → 'kein Plural'
die Moral | plural: 'kein Plural' → 'die Moralen'
die Weltwirtschaft | plural: 'die Weltwirtschaften' → 'kein Plural'
das Umweltschutz | article: 'das' → 'der'
die Diskretion | plural: 'die Diskretionen' → 'kein Plural'
